States/UTs,District,Year,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnapping & Abduction,Kidnapping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Other Kidnapping,Dacoity,Dacoity with Murder,Other Dacoity,Making Preparation and Assembly for committing Dacoity,Robbery,Criminal Trespass/Burglary,Criminal Trespass or Burglary,House Trespass & House Breaking,Theft,Auto Theft,Other Thefts,Unlawful Assembly,Riots,Riots_Communal,Riots_Industrial,Riots_Political,Riots_Caste Conflict,Riots_SC/STs Vs Non-SCs/STs,Riots_Other Caste Conflict,Riots_Agrarian,Riots_Students,Riots_Sectarian,Riots_Others,Criminal Breach of Trust,Cheating,Forgery,Acid attack,Dowry Deaths,Sexual Harassment,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Deaths due to negligent driving/act,Incidence of Rash Driving,HumanTrafficking,Other IPC crimes,Total Cognizable IPC crimes
Odisha,Cuttack,2014,40,55,0,0,58,0,0,0,58,1,57,0,94,29,0,1,58,6,10,0,10,8,63,118,95,23,170,58,112,0,40,0,2,1,0,0,0,0,0,0,37,3,49,0,1,27,9,28,0,191,210,0,1250,2475
Odisha,DCP BBSR,2014,42,102,0,0,72,0,0,0,72,7,65,0,151,7,0,5,6,133,30,0,30,18,123,286,231,55,1432,795,637,0,90,0,0,9,0,0,0,1,9,0,71,35,394,2,0,27,12,104,0,167,0,0,1494,4642
Odisha,DCP CTC,2014,36,18,21,0,66,0,0,0,66,2,64,0,144,83,0,0,36,25,15,0,15,13,38,163,163,0,623,306,317,0,28,0,0,0,0,0,0,0,0,0,28,9,157,0,2,21,12,155,0,94,212,0,984,2866
Odisha,Deogarh,2014,12,36,0,0,32,0,0,0,32,0,32,0,18,14,0,0,0,4,6,0,6,0,17,36,36,0,72,14,58,0,13,0,0,0,0,0,0,0,0,0,13,2,10,0,0,1,39,23,0,28,0,0,479,856
Odisha,Dhenkanal,2014,52,174,0,0,43,0,0,0,43,1,42,0,68,23,0,0,36,9,7,0,7,2,76,83,73,10,237,68,169,0,64,0,0,2,55,0,55,2,0,5,0,19,50,0,1,11,45,45,0,141,186,5,246,1597
Odisha,Gajapati,2014,17,22,0,0,19,0,0,0,19,0,19,0,22,7,0,0,6,9,1,0,1,0,0,21,0,21,36,12,24,0,32,0,0,5,0,0,0,1,0,0,26,2,16,0,0,3,12,9,0,29,49,4,59,372
Odisha,Ganjam,2014,75,263,0,0,85,0,0,0,85,5,80,0,129,17,0,0,80,32,34,0,34,0,64,137,0,137,153,54,99,0,66,2,0,16,0,0,0,5,0,0,43,20,51,0,0,13,43,79,0,68,0,0,590,1960
Odisha,Jagatsinghpur,2014,43,62,0,0,37,0,0,0,37,3,34,0,83,35,1,0,0,47,14,0,14,8,60,165,66,99,329,118,211,0,70,0,7,2,0,0,0,1,6,0,54,17,76,0,1,26,20,119,0,221,0,0,551,1934
Odisha,Jajpur,2014,76,19,0,0,73,0,0,0,73,0,73,0,123,0,0,0,116,7,16,0,16,0,70,185,185,0,397,162,235,0,83,0,0,0,0,0,0,0,0,0,83,2,58,0,1,49,25,52,0,417,0,0,219,1938
Odisha,Jharsuguda,2014,33,20,0,0,42,0,0,0,42,0,42,0,48,22,0,0,8,18,8,0,8,0,64,132,132,0,217,61,156,0,30,5,1,4,0,0,0,0,0,0,20,13,26,4,0,9,8,51,0,79,143,0,349,1318
Odisha,Kalahandi,2014,38,55,0,0,101,0,0,0,101,4,97,0,190,0,0,0,154,36,7,0,7,0,41,85,85,0,103,28,75,0,75,0,3,1,68,0,68,3,0,0,0,18,63,0,0,12,11,125,0,180,149,0,202,1560
Odisha,Kandhamal,2014,28,14,0,1,54,0,0,0,54,1,53,0,48,15,0,0,10,23,5,0,5,0,14,46,46,0,79,23,56,13,10,0,0,0,0,0,0,0,0,0,10,3,58,0,0,4,16,35,0,51,95,0,367,996
Odisha,Kendrapara,2014,34,40,0,0,48,0,0,0,48,6,42,0,88,7,0,0,81,0,7,0,7,4,36,97,96,1,107,39,68,12,47,0,0,5,5,5,0,0,0,0,37,6,56,0,0,32,60,217,0,66,0,0,992,1999
Odisha,Keonjhar,2014,75,103,0,0,103,0,0,0,103,5,98,0,107,0,0,0,35,72,19,1,18,0,46,112,7,105,218,83,135,0,51,0,2,7,0,0,0,2,1,0,39,50,60,0,0,11,27,65,0,228,504,0,213,2100
Odisha,Khurda,2014,40,45,0,0,39,0,0,0,39,0,39,0,103,57,0,0,20,26,17,0,17,0,63,86,68,18,197,66,131,0,48,0,0,15,0,0,0,0,0,0,33,33,65,0,0,22,12,37,0,133,163,0,1035,2177
Odisha,Koraput,2014,71,48,0,0,94,0,0,0,94,0,94,0,73,38,0,0,22,13,15,0,15,0,37,105,105,0,99,33,66,0,61,0,6,4,0,0,0,2,0,0,49,5,30,0,0,4,4,46,0,122,155,0,204,1267
Odisha,Malkangiri,2014,33,30,0,0,19,0,0,0,19,1,18,0,21,14,0,0,0,7,21,0,21,0,9,15,15,0,33,6,27,0,17,0,0,0,0,0,0,0,0,0,17,4,37,0,1,4,3,16,0,31,23,0,48,385
Odisha,Mayurbhanj,2014,110,130,1,0,139,0,0,0,139,10,129,16,135,75,1,0,40,19,12,0,12,0,40,148,140,8,252,73,179,26,39,0,0,2,0,0,0,0,0,0,37,19,77,0,0,32,41,270,0,159,246,2,523,2566
Odisha,Nayagarh,2014,33,106,0,0,23,0,0,0,23,0,23,0,47,28,1,0,9,9,20,0,20,3,51,65,60,5,129,60,69,1,48,0,0,0,0,0,0,0,0,0,48,1,43,5,0,7,7,23,0,64,123,0,626,1445
Odisha,Nabarangpur,2014,23,35,0,0,73,0,0,0,73,7,66,0,100,15,0,0,82,3,3,0,3,0,12,49,45,4,56,18,38,0,94,0,0,0,0,0,0,0,0,0,94,4,33,0,0,1,27,93,0,51,154,0,691,1579
Odisha,Nuapada,2014,14,42,0,0,26,0,0,0,26,0,26,0,57,0,0,0,42,15,4,0,4,0,20,56,56,0,74,16,58,0,31,0,0,0,0,0,0,0,0,0,31,16,20,0,0,5,8,91,0,120,0,0,413,1023
Odisha,Puri,2014,54,99,0,0,68,0,0,0,68,0,68,5,146,146,0,0,0,0,17,0,17,15,102,241,241,0,449,150,299,0,117,0,0,16,3,0,3,0,0,0,98,25,117,0,0,32,32,176,0,329,0,0,1655,3732
Odisha,Rayagada,2014,29,39,3,0,59,0,0,0,59,2,57,0,86,44,0,0,6,36,13,0,13,0,17,84,84,0,105,28,77,0,49,0,8,4,1,0,1,3,1,0,32,22,37,4,0,0,5,121,0,63,160,0,159,1116
Odisha,Rourkela,2014,55,50,0,0,73,0,0,0,73,1,72,0,98,45,0,0,22,31,24,0,24,9,106,226,226,0,488,203,285,20,37,1,3,1,0,0,0,0,0,0,32,4,84,0,0,4,23,139,0,163,265,1,599,2533
Odisha,Sambalpur,2014,48,79,1,0,81,0,0,0,81,6,75,0,98,63,0,0,0,35,18,0,18,7,123,297,257,40,567,184,383,11,74,0,0,0,0,0,0,0,0,0,74,15,48,1,0,10,30,44,0,189,341,2,490,2654
Odisha,Sonepur,2014,16,15,0,0,18,0,0,0,18,1,17,0,27,27,0,0,0,0,8,0,8,0,15,31,0,31,75,24,51,0,22,0,0,0,0,0,0,1,0,0,21,0,19,0,0,4,4,29,0,41,71,0,280,694
Odisha,SRP (Cuttack),2014,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,19,2,2,0,438,17,421,0,3,0,0,0,0,0,0,0,0,0,3,1,3,0,1,0,2,1,0,5,4,5,46,535
Odisha,SRP (Rourkela),2014,4,2,0,0,1,0,0,0,1,1,0,0,5,0,0,0,1,4,1,0,1,0,21,30,0,30,320,44,276,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,1,0,58,452
Odisha,Sundargarh,2014,51,36,0,0,49,0,0,0,49,5,44,0,46,42,0,1,2,1,10,0,10,1,33,90,80,10,158,48,110,6,24,1,1,1,2,2,0,0,0,0,19,11,46,3,0,12,16,84,0,181,184,11,469,1574
Punjab,Amritsar Rural,2014,47,60,2,1,31,0,0,0,31,4,27,19,98,0,0,0,77,21,0,0,0,4,12,119,119,0,124,32,92,0,0,0,0,0,0,0,0,0,0,0,0,9,88,1,0,6,11,53,0,124,46,0,271,1157
Punjab,Barnala,2014,15,24,4,5,31,0,0,0,31,1,30,1,41,3,0,0,25,13,0,0,0,1,1,48,44,4,96,23,73,0,0,0,0,0,0,0,0,0,0,0,0,13,51,0,1,0,4,27,0,74,59,0,238,765
Punjab,Batala,2014,22,30,1,2,30,0,0,0,30,0,30,6,46,13,0,0,33,0,0,0,0,5,3,55,55,0,86,23,63,0,0,0,0,0,0,0,0,0,0,0,0,4,104,0,0,3,36,37,0,69,20,0,144,728
Punjab,Bathinda,2014,55,45,5,3,56,0,0,0,56,0,56,3,67,8,3,0,37,19,1,0,1,3,2,172,171,1,260,134,126,0,0,0,0,0,0,0,0,0,0,0,0,19,151,0,0,5,15,74,0,143,121,0,744,1997
Punjab,CP Amritsar,2014,29,75,2,3,34,0,0,0,34,2,32,8,78,3,3,0,47,25,1,0,1,12,13,127,122,5,324,93,231,0,0,0,0,0,0,0,0,0,0,0,0,24,307,2,1,3,45,150,0,62,76,0,467,1867
Punjab,CP Jalandhar,2014,16,32,9,7,49,0,0,0,49,0,49,4,111,18,1,3,45,44,1,0,1,13,10,194,160,34,498,216,282,0,0,0,0,0,0,0,0,0,0,0,0,7,220,2,1,1,23,106,0,75,55,0,468,1938
Punjab,CP Ludhiana,2014,73,68,8,0,111,0,0,0,111,2,109,21,246,0,0,0,113,133,2,0,2,24,23,259,7,252,603,209,394,0,0,0,0,0,0,0,0,0,0,0,0,29,349,0,2,5,10,158,0,240,0,0,983,3303
Punjab,Faridkot,2014,23,34,0,0,24,0,0,0,24,0,24,0,23,0,1,0,10,12,2,0,2,1,10,63,59,4,70,27,43,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,1,8,16,0,66,37,0,160,605
Punjab,Fatehgarh Sahib,2014,16,10,4,2,26,0,0,0,26,0,26,6,28,0,0,0,15,13,0,0,0,2,3,47,47,0,89,50,39,0,0,0,0,0,0,0,0,0,0,0,0,8,120,0,0,4,0,28,0,122,93,0,274,906
Punjab,Fazilka,2014,24,14,3,3,52,0,0,0,52,0,52,5,32,5,0,0,26,1,0,0,0,2,0,61,61,0,80,35,45,0,0,0,0,0,0,0,0,0,0,0,0,2,88,3,0,4,0,59,0,78,34,1,170,765
Punjab,Ferozepur,2014,27,38,4,0,55,0,0,0,55,0,55,7,23,0,0,0,12,11,0,0,0,3,0,91,91,0,163,54,109,0,0,0,0,0,0,0,0,0,0,0,0,11,128,0,1,3,8,45,0,91,57,0,305,1112
Punjab,G. R. P.,2014,11,0,1,0,1,0,0,0,1,0,1,0,4,4,0,0,0,0,0,0,0,17,0,3,3,0,94,18,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,6,0,0,220,348
Punjab,Gurdaspur,2014,13,11,3,3,26,0,0,0,26,0,26,8,31,0,11,1,19,0,1,1,0,1,2,41,40,1,80,15,65,0,0,0,0,0,0,0,0,0,0,0,0,9,58,27,1,2,4,47,0,94,36,0,145,668
Punjab,Hoshiarpur,2014,32,34,5,0,43,0,0,0,43,0,43,7,63,52,11,0,0,0,3,0,3,5,8,149,100,49,207,31,176,0,0,0,0,0,0,0,0,0,0,0,0,11,167,0,0,7,0,93,0,229,81,0,232,1414
Punjab,Jalandhar Rural,2014,27,27,7,2,31,0,0,0,31,2,29,4,42,1,1,0,18,22,3,0,3,8,17,135,109,26,147,32,115,0,0,0,0,0,0,0,0,0,0,0,0,4,78,0,0,2,9,32,0,145,43,0,313,1101
Punjab,Kapurthala,2014,21,29,6,0,29,0,0,0,29,0,29,14,40,5,0,0,21,14,2,0,2,3,10,98,77,21,132,33,99,0,0,0,0,0,0,0,0,0,0,0,0,3,103,0,0,3,5,58,0,109,42,0,176,909
Punjab,Khanna,2014,20,16,5,0,23,0,0,0,23,0,23,0,54,0,0,0,32,22,2,0,2,2,8,107,103,4,261,29,232,0,0,0,0,0,0,0,0,0,0,0,0,6,83,0,1,3,30,38,0,96,88,0,155,1019
Punjab,Ludhiana Rural,2014,16,20,5,3,14,0,0,0,14,0,14,3,56,0,0,0,37,19,0,0,0,3,4,102,0,102,162,48,114,0,0,0,0,0,0,0,0,0,0,0,0,10,107,3,1,3,0,30,0,61,56,0,355,1025
Punjab,Mansa,2014,32,17,0,7,22,0,0,0,22,0,22,5,15,0,1,0,8,6,1,0,1,2,0,51,49,2,52,22,30,0,0,0,0,0,0,0,0,0,0,0,0,12,109,2,0,5,7,39,0,55,41,0,238,732
Punjab,Moga,2014,25,38,0,5,29,0,0,0,29,1,28,1,36,9,1,0,23,3,1,0,1,5,4,106,80,26,147,42,105,0,0,0,0,0,0,0,0,0,0,0,0,16,88,3,0,0,10,27,0,109,49,0,346,1070
Punjab,Muktsar,2014,29,20,2,0,29,0,0,0,29,0,29,1,30,4,2,1,22,1,0,0,0,1,0,77,65,12,93,32,61,0,0,0,0,0,0,0,0,0,0,0,0,16,56,0,0,1,5,26,0,44,45,0,233,736
Punjab,Pathankot,2014,9,6,1,0,11,0,0,0,11,0,11,5,11,0,0,1,5,5,0,0,0,0,1,45,41,4,75,32,43,0,0,0,0,0,0,0,0,0,0,0,0,5,107,0,1,4,2,80,0,74,27,0,87,562
Punjab,Patiala,2014,45,59,7,0,38,0,0,0,38,3,35,8,91,1,1,0,0,89,2,0,2,8,4,169,129,40,294,114,180,0,0,0,0,0,0,0,0,0,0,0,0,26,346,2,1,4,19,175,0,298,279,0,782,2690
Punjab,Ropar,2014,22,11,1,0,21,0,0,0,21,0,21,0,39,14,0,0,22,3,0,0,0,3,4,76,26,50,114,53,61,0,0,0,0,0,0,0,0,0,0,0,0,7,119,0,0,2,0,37,0,173,124,0,227,998
Punjab,Sangrur,2014,42,46,4,0,57,0,0,0,57,0,57,0,58,0,0,0,46,12,1,0,1,1,3,128,98,30,196,66,130,0,0,0,0,0,0,0,0,0,0,0,0,11,148,0,1,7,17,85,0,173,136,0,546,1716
Punjab,SAS Nagar,2014,26,35,3,0,59,0,0,0,59,2,57,5,124,0,0,0,75,49,7,0,7,2,6,167,125,42,433,253,180,0,0,0,0,0,0,0,0,0,0,0,0,17,287,0,1,5,57,74,0,209,0,0,742,2318
Punjab,SBS Nagar,2014,15,12,3,0,20,0,0,0,20,0,20,7,18,0,0,0,2,16,1,0,1,0,7,85,66,19,80,22,58,0,0,0,0,0,0,0,0,0,0,0,0,2,83,0,0,2,4,35,0,81,44,0,98,617
Punjab,Tarn Taran,2014,35,53,3,0,29,0,0,0,29,7,22,6,45,1,0,1,36,7,1,0,1,5,2,81,0,81,107,29,78,0,0,0,0,0,0,0,0,0,0,0,0,12,122,0,1,5,12,52,0,106,3,0,259,970
Rajasthan,Ajmer,2014,45,59,8,10,130,1,1,0,129,6,123,12,226,38,0,3,21,164,5,0,5,0,46,293,127,166,1155,730,425,64,0,0,0,0,0,0,0,0,0,0,0,21,1484,0,1,10,51,844,0,529,873,0,3147,9148
Rajasthan,Alwar,2014,104,64,4,0,299,0,0,0,299,111,188,29,373,247,0,0,0,126,0,0,0,22,70,238,105,133,3189,2277,912,378,5,5,0,0,0,0,0,0,0,0,0,17,1449,0,1,33,0,720,0,593,808,0,4047,12831
Rajasthan,Banswara,2014,25,13,0,0,146,0,0,0,146,2,144,12,152,0,0,0,36,116,0,0,0,0,27,79,52,27,186,98,88,96,42,0,0,0,0,0,0,3,0,0,39,1,106,0,0,6,0,198,0,167,263,0,1098,2765
Rajasthan,Baran,2014,34,63,3,96,67,0,0,0,67,5,62,15,162,0,0,6,156,0,2,0,2,1,22,101,101,0,449,186,263,79,0,0,0,0,0,0,0,0,0,0,0,12,345,0,0,5,0,342,0,131,330,0,1834,4164
Rajasthan,Barmer,2014,38,34,0,0,93,0,0,0,93,33,60,46,57,0,0,0,41,16,3,0,3,0,19,200,200,0,352,191,161,157,3,0,0,0,0,0,0,0,0,0,3,3,160,197,0,26,55,270,0,248,245,0,1845,4177
Rajasthan,Bharatpur,2014,99,66,3,0,219,0,0,0,219,84,135,5,290,72,3,2,76,137,0,0,0,19,29,79,0,79,1549,939,610,0,0,0,0,0,0,0,0,0,0,0,0,8,120,740,0,36,4,606,0,306,327,0,5543,10332
Rajasthan,Bhilwara,2014,35,32,2,0,54,0,0,0,54,1,53,0,122,0,0,0,109,13,0,0,0,0,22,203,203,0,799,428,371,298,7,0,0,0,0,0,0,0,0,0,7,9,751,0,0,8,0,965,0,331,508,1,2867,7069
Rajasthan,Bikaner,2014,48,60,7,0,75,0,0,0,75,0,75,0,81,0,0,0,71,10,2,0,2,1,4,138,60,78,347,162,185,0,0,0,0,0,0,0,0,0,0,0,0,18,855,0,0,15,0,584,0,257,0,7,2825,5398
Rajasthan,Bundi,2014,24,45,6,0,80,0,0,0,80,0,80,0,145,0,0,0,119,26,0,0,0,2,15,86,86,0,260,132,128,139,5,0,0,0,0,0,0,0,0,0,5,4,362,0,0,4,0,325,0,208,465,1,1288,3542
Rajasthan,Chittorgarh,2014,33,31,2,20,104,0,0,0,104,1,103,10,212,90,0,0,103,19,3,0,3,4,41,211,0,211,539,314,225,99,31,0,0,0,0,0,0,11,0,0,20,11,140,331,0,2,20,641,0,242,443,0,1999,5270
Rajasthan,Churu,2014,35,58,1,3,72,0,0,0,72,0,72,11,102,58,0,0,0,44,1,0,1,0,11,158,87,71,248,88,160,171,0,0,0,0,0,0,0,0,0,0,0,10,27,579,0,7,0,414,0,209,221,0,1412,3822
Rajasthan,Dausa,2014,40,21,2,0,37,0,0,0,37,6,31,0,123,0,88,0,0,35,3,0,3,0,10,73,73,0,1059,713,346,1042,11,0,0,0,0,0,0,0,0,0,11,3,536,0,0,5,0,234,0,293,502,0,1431,5468
Rajasthan,Dholpur,2014,44,78,2,0,78,0,0,0,78,11,67,17,90,32,2,0,36,20,0,0,0,9,11,59,0,59,480,269,211,0,0,0,0,0,0,0,0,0,0,0,0,11,202,4,0,21,7,249,0,130,205,0,2595,4372
Rajasthan,Dungarpur,2014,31,17,0,0,110,0,0,0,110,1,109,6,143,0,0,0,131,12,0,0,0,0,23,67,39,28,132,79,53,0,2,0,0,0,0,0,0,0,0,0,2,13,119,0,0,13,0,187,0,164,245,0,1119,2502
Rajasthan,G.R.P.Ajmer,2014,5,8,0,3,3,0,0,0,3,0,3,0,14,10,0,0,1,3,0,0,0,0,10,0,0,0,1118,27,1091,1,1,0,0,0,0,0,0,0,0,0,1,3,7,0,0,1,1,0,0,0,3,1,125,1307
Rajasthan,G.R.P.Jodhpur,2014,6,1,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,143,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,37,193
Rajasthan,Ganganagar,2014,43,90,1,0,180,1,1,0,179,9,170,8,149,31,0,2,21,95,1,0,1,1,12,180,127,53,422,209,213,0,0,0,0,0,0,0,0,0,0,0,0,32,544,688,1,17,31,923,0,223,139,0,3106,6978
Rajasthan,Hanumangarh,2014,67,77,2,0,135,0,0,0,135,13,122,11,79,72,0,0,0,7,1,0,1,0,12,133,127,6,284,131,153,0,0,0,0,0,0,0,0,0,0,0,0,9,621,196,0,11,0,599,0,178,181,0,2221,4965
Rajasthan,Jaipur East,2014,35,35,3,0,73,0,0,0,73,4,69,5,181,66,0,0,96,19,2,0,2,8,118,443,322,121,3168,2486,682,149,61,1,0,0,0,0,0,6,1,0,53,37,1146,0,0,8,35,313,0,221,691,0,1877,8678
Rajasthan,Jaipur North,2014,16,24,0,0,42,0,0,0,42,0,42,0,148,104,0,0,0,44,0,0,0,1,37,124,124,0,799,535,264,47,4,0,0,0,0,0,0,0,0,0,4,11,971,1,0,4,0,296,0,102,270,0,1144,4082
Rajasthan,Jaipur Rural,2014,63,22,4,0,80,0,0,0,80,22,58,12,170,75,0,0,63,32,9,1,8,2,37,194,185,9,766,334,432,527,13,0,0,0,0,0,0,4,0,0,9,31,892,86,1,13,58,256,0,427,835,0,1979,6577
Rajasthan,Jaipur South,2014,21,13,2,0,56,0,0,0,56,2,54,0,134,18,0,0,1,115,1,0,1,1,116,273,224,49,1735,1214,521,118,7,0,0,0,0,0,0,0,1,0,6,96,1072,0,0,8,10,210,0,180,479,0,1323,5912
Rajasthan,Jaipur West,2014,36,35,1,0,92,0,0,0,92,4,88,1,190,50,0,1,0,139,0,0,0,4,85,389,367,22,1369,878,491,33,3,0,0,0,0,0,0,0,0,0,3,176,1445,0,0,13,7,336,0,299,805,0,1787,7198
Rajasthan,Jaisalmer,2014,12,20,0,0,10,0,0,0,10,0,10,0,18,0,0,0,10,8,3,0,3,0,12,74,74,0,166,66,100,0,15,0,0,0,0,0,0,0,0,0,15,0,21,127,0,5,0,48,0,75,74,0,685,1375
Rajasthan,Jalore,2014,44,19,1,0,43,0,0,0,43,0,43,7,78,21,0,0,57,0,1,0,1,1,11,129,129,0,263,156,107,0,8,0,0,0,0,0,0,0,0,0,8,6,258,0,1,9,0,183,0,157,153,0,1471,2885
Rajasthan,Jhalawar,2014,49,74,2,16,138,1,0,1,137,19,118,33,181,10,1,2,149,19,1,0,1,4,24,143,143,0,473,272,201,296,45,0,0,0,0,0,0,5,0,0,40,19,223,0,0,11,26,524,0,146,374,0,1446,4400
Rajasthan,Jhunjhunu,2014,38,31,0,4,79,0,0,0,79,9,70,5,106,0,0,0,25,81,2,0,2,2,15,203,203,0,494,183,311,0,16,0,0,0,0,0,0,0,0,0,16,3,662,0,0,12,0,361,0,274,393,0,2483,5269
Rajasthan,Jodhpur East,2014,20,57,3,2,25,0,0,0,25,0,25,0,45,0,0,0,0,45,0,0,0,0,47,130,0,130,456,289,167,0,3,0,0,0,0,0,0,0,0,0,3,4,310,371,0,2,9,218,0,101,189,0,856,2873
Rajasthan,Jodhpur West,2014,28,51,1,0,46,0,0,0,46,2,44,0,57,0,0,0,49,8,3,0,3,0,17,109,0,109,305,80,225,0,0,0,0,0,0,0,0,0,0,0,0,2,101,176,0,0,0,165,0,263,0,0,1805,3177
Rajasthan,Jodhpur Rural,2014,21,29,2,3,43,0,0,0,43,1,42,2,63,14,0,0,34,15,0,0,0,1,73,167,131,36,537,364,173,0,0,0,0,0,0,0,0,0,0,0,0,10,227,161,0,6,14,210,0,154,128,0,726,2620
Rajasthan,Karauli,2014,34,30,1,0,49,0,0,0,49,4,45,0,130,0,0,0,0,130,1,0,1,6,16,45,45,0,702,461,241,321,2,0,0,0,0,0,0,0,0,0,2,9,233,0,0,14,0,214,0,84,194,0,2403,4535
Rajasthan,Kota City,2014,19,93,1,19,100,0,0,0,100,3,97,2,187,35,0,1,102,49,1,1,0,4,27,135,31,104,890,615,275,48,0,0,0,0,0,0,0,0,0,0,0,9,917,0,0,3,30,538,0,119,649,2,1326,5218
Rajasthan,Kota Rural,2014,19,14,3,0,60,0,0,0,60,4,56,0,87,0,0,0,75,12,0,0,0,1,13,65,65,0,157,80,77,85,0,0,0,0,0,0,0,0,0,0,0,6,271,0,0,2,0,271,0,104,209,0,879,2309
Rajasthan,Nagaur,2014,69,85,1,0,102,0,0,0,102,0,102,0,133,0,0,2,106,25,2,0,2,3,14,208,70,138,472,206,266,0,0,0,0,0,0,0,0,0,0,0,0,2,166,520,0,8,0,516,0,327,272,0,2707,5706
Rajasthan,Pali,2014,52,44,5,0,107,0,0,0,107,0,107,23,161,0,0,0,161,0,2,0,2,1,45,272,272,0,420,212,208,9,0,0,0,0,0,0,0,0,0,0,0,10,635,0,0,21,284,516,0,310,56,0,3307,6386
Rajasthan,Praapgarh,2014,39,29,1,0,202,0,0,0,202,12,190,7,154,0,0,0,142,12,0,0,0,2,12,66,64,2,133,47,86,59,41,20,0,0,0,0,0,3,0,0,18,2,212,0,0,12,64,322,0,77,164,0,1223,3033
Rajasthan,Rajsamand,2014,17,7,3,1,48,0,0,0,48,1,47,0,89,10,0,1,41,37,1,0,1,2,24,108,88,20,206,81,125,104,11,0,0,0,0,0,0,3,0,0,8,3,315,39,1,6,3,290,0,177,338,0,871,2711
Rajasthan,Sawai Madhopur,2014,23,38,0,0,70,0,0,0,70,20,50,30,114,19,0,1,35,59,5,0,5,2,15,47,43,4,635,441,194,0,0,0,0,0,0,0,0,0,0,0,0,4,325,0,0,0,0,297,0,109,253,1,2133,4189
Rajasthan,Sikar,2014,65,36,0,0,79,0,0,0,79,8,71,0,202,149,0,0,0,53,0,0,0,0,17,220,220,0,876,404,472,0,16,0,0,0,0,0,0,2,0,0,14,6,1243,0,0,14,0,405,0,387,570,0,2753,6976
Rajasthan,Sirohi,2014,41,44,0,0,51,0,0,0,51,1,50,3,66,20,0,0,44,2,2,0,2,1,11,56,44,12,126,53,73,15,8,0,2,0,0,0,0,0,0,0,6,6,279,0,0,4,2,276,0,194,222,0,782,2240
Rajasthan,Tonk,2014,30,21,2,0,52,0,0,0,52,15,37,24,77,0,0,0,75,2,0,0,0,0,7,114,0,114,371,188,183,162,69,0,0,0,0,0,0,0,0,0,69,7,376,0,0,5,0,316,0,242,0,0,2554,4496
Rajasthan,Udaipur,2014,90,126,2,5,229,0,0,0,229,0,229,37,378,82,0,0,174,122,7,0,7,5,124,367,293,74,865,390,475,241,107,0,0,0,0,0,0,1,0,0,106,13,1063,100,0,8,14,723,0,449,1051,1,3238,9467
Sikkim,East,2014,7,7,1,0,16,0,0,0,16,1,15,5,17,11,0,0,0,6,1,0,1,0,12,93,36,57,60,19,41,1,24,1,0,12,1,0,1,0,7,0,3,10,26,7,2,0,4,4,0,23,90,0,110,537
Sikkim,North,2014,0,1,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,13,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,14,0,5,49
Sikkim,South,2014,2,3,1,0,15,0,0,0,15,0,15,1,2,2,0,0,0,0,0,0,0,0,1,13,12,1,42,3,39,0,46,0,0,42,3,0,3,0,0,0,1,0,4,0,0,0,6,0,0,14,40,0,62,267
Sikkim,West,2014,3,3,0,0,14,0,0,0,14,0,14,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,5,18,0,37,125
Sikkim,CID,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,7
Tamil Nadu,Ariyalur,2014,19,34,0,0,6,0,0,0,6,0,6,0,16,0,0,0,14,2,0,0,0,0,8,21,0,21,64,26,38,0,30,0,0,0,0,0,0,0,0,0,30,0,22,0,0,2,0,7,0,134,388,0,825,1582
Tamil Nadu,Chennai,2014,161,225,0,0,65,0,0,0,65,0,65,1,36,12,1,2,16,5,8,0,8,0,72,368,275,93,1520,252,1268,124,118,0,0,0,0,0,0,0,0,0,118,6,553,67,2,10,0,302,0,1083,8527,0,3201,16514
Tamil Nadu,Coimbatore,2014,43,34,1,0,7,0,0,0,7,0,7,0,35,0,0,0,31,4,5,0,5,0,104,187,136,51,361,131,230,13,32,0,0,0,0,0,0,0,0,0,32,3,113,0,0,0,0,47,0,659,1692,0,1623,4966
