States/UTs,District,Year,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnapping & Abduction,Kidnapping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Other Kidnapping,Dacoity,Dacoity with Murder,Other Dacoity,Making Preparation and Assembly for committing Dacoity,Robbery,Criminal Trespass/Burglary,Criminal Trespass or Burglary,House Trespass & House Breaking,Theft,Auto Theft,Other Thefts,Unlawful Assembly,Riots,Riots_Communal,Riots_Industrial,Riots_Political,Riots_Caste Conflict,Riots_SC/STs Vs Non-SCs/STs,Riots_Other Caste Conflict,Riots_Agrarian,Riots_Students,Riots_Sectarian,Riots_Others,Criminal Breach of Trust,Cheating,Forgery,Acid attack,Dowry Deaths,Sexual Harassment,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Deaths due to negligent driving/act,Incidence of Rash Driving,HumanTrafficking,Other IPC crimes,Total Cognizable IPC crimes
Jharkhand,Ramgarh,2014,40,40,3,0,48,0,0,0,48,2,46,11,60,4,0,1,18,37,21,0,21,2,10,51,51,0,298,105,193,14,103,0,0,0,0,0,0,0,0,0,103,48,53,0,0,11,7,34,0,77,158,0,344,1481
Jharkhand,Ranchi,2014,133,45,1,0,75,0,0,0,75,6,69,0,81,0,0,0,72,9,11,0,11,10,50,84,84,0,518,171,347,0,90,0,0,0,0,0,0,0,0,0,90,35,112,31,0,13,0,48,0,130,361,21,259,2179
Jharkhand,Sahebganj,2014,72,29,0,0,87,0,0,0,87,7,80,0,68,0,0,3,40,25,3,0,3,0,9,10,2,8,116,26,90,0,69,0,0,0,0,0,0,0,0,0,69,0,89,0,0,4,0,75,0,28,0,5,827,1585
Jharkhand,Saraikela,2014,58,19,0,0,31,0,0,0,31,1,30,38,41,0,0,1,2,38,3,0,3,0,11,47,47,0,207,70,137,0,18,0,0,0,0,0,0,0,0,0,18,45,21,37,0,7,0,27,0,106,91,0,243,1082
Jharkhand,Simdega,2014,77,12,1,0,24,0,0,0,24,0,24,2,15,0,0,1,2,12,2,0,2,0,16,10,10,0,40,10,30,0,14,0,0,0,0,0,0,0,0,0,14,1,16,6,0,1,0,13,0,0,70,0,68,412
Karnataka,Bagalkot,2014,39,50,2,0,22,0,0,0,22,0,22,0,25,0,0,0,0,25,1,0,1,0,17,125,125,0,161,85,76,0,208,0,1,1,0,0,0,8,0,0,198,5,91,5,0,4,0,53,0,285,581,0,315,2011
Karnataka,Bengaluru City,2014,241,489,21,0,104,0,0,0,104,8,96,4,708,607,1,29,11,60,51,0,51,347,1067,1542,1115,427,11455,5075,6380,0,388,0,0,3,9,0,9,0,3,0,373,107,3045,43,0,57,53,490,0,885,4315,12,5279,30468
Karnataka,Bengaluru District,2014,78,82,2,0,60,0,0,0,60,0,60,0,83,14,0,0,69,0,25,0,25,15,145,262,262,0,667,361,306,0,248,0,0,0,0,0,0,0,0,0,248,32,318,22,0,22,0,97,0,614,0,0,2615,5432
Karnataka,Belagavi District,2014,75,99,2,0,59,0,0,0,59,0,59,1,47,6,0,2,6,33,19,0,19,1,40,205,154,51,326,137,189,0,447,0,0,0,43,0,43,1,0,0,403,19,115,10,0,4,23,162,0,605,1429,0,826,4572
Karnataka,Ballari,2014,58,65,3,0,48,0,0,0,48,0,48,0,20,8,0,0,3,9,6,0,6,0,49,216,181,35,380,195,185,0,233,0,0,0,0,0,0,0,0,0,233,6,228,21,0,12,0,72,0,320,802,0,300,2887
Karnataka,Bidar,2014,44,44,3,57,33,0,0,0,33,0,33,8,52,6,0,1,16,29,3,0,3,4,38,127,0,127,250,130,120,0,227,5,0,3,0,0,0,0,0,0,219,6,75,5,0,10,0,106,0,256,1217,0,1621,4215
Karnataka,Vijayapura,2014,64,94,1,0,45,0,0,0,45,0,45,0,43,26,0,1,2,14,4,0,4,0,48,127,112,15,151,98,53,0,276,0,0,0,0,0,0,0,0,0,276,4,68,4,0,7,24,122,0,359,798,0,510,2794
Karnataka,Chikkaballapura,2014,32,45,6,0,36,0,0,0,36,0,36,0,27,0,0,0,4,23,6,0,6,0,21,103,0,103,231,87,144,0,181,0,0,2,0,0,0,0,0,0,179,18,89,17,1,10,0,26,0,221,490,0,694,2290
Karnataka,Chamarajnagar,2014,28,36,4,0,11,0,0,0,11,0,11,0,19,9,0,1,3,6,1,0,1,1,7,41,36,5,138,74,64,0,87,1,0,0,0,0,0,0,1,0,85,2,31,1,0,5,2,15,0,140,342,1,585,1507
Karnataka,Chikkamagaluru,2014,39,53,2,0,30,0,0,0,30,2,28,0,38,34,0,1,3,0,10,0,10,0,34,104,104,0,215,72,143,0,97,0,0,1,3,0,3,0,0,0,93,10,86,10,0,5,0,110,0,10,0,0,1819,2704
Karnataka,Chitradurga,2014,47,31,7,0,24,0,0,0,24,0,24,0,31,0,0,0,0,31,4,0,4,0,24,100,84,16,266,95,171,4,244,0,0,0,0,0,0,0,0,0,244,5,77,2,0,17,0,77,0,360,1501,0,888,3733
Karnataka,Dakshina Kannada,2014,26,33,1,0,40,0,0,0,40,1,39,1,10,3,0,0,2,5,4,0,4,4,19,100,84,16,91,32,59,0,148,3,0,4,0,0,0,0,0,0,141,7,88,11,0,1,8,32,0,151,818,0,385,2015
Karnataka,Davanagere,2014,45,62,3,0,40,0,0,0,40,1,39,0,60,30,0,0,15,15,7,0,7,0,45,170,151,19,439,209,230,0,290,2,0,4,0,0,0,18,0,0,266,17,111,19,0,9,27,87,0,267,963,0,743,3445
Karnataka,Dharwad,2014,24,23,1,1,23,0,0,0,23,0,23,0,8,8,0,0,0,0,4,0,4,0,9,38,27,11,69,16,53,0,127,1,0,3,0,0,0,17,0,0,106,9,29,1,0,3,4,15,0,195,384,0,195,1185
Karnataka,Gadag,2014,12,18,1,0,15,0,0,0,15,0,15,0,11,0,0,0,0,11,2,0,2,1,14,55,45,10,82,40,42,0,92,0,0,0,0,0,0,0,0,0,92,10,48,5,0,2,0,22,0,126,361,0,178,1069
Karnataka,Kalaburgi,2014,75,97,6,2,53,0,0,0,53,2,51,0,66,29,0,0,7,30,4,0,4,17,67,196,166,30,307,165,142,405,1,0,0,0,1,0,1,0,0,0,0,6,110,5,0,14,0,127,0,361,1208,0,1088,4253
Karnataka,Hassan,2014,64,96,1,0,63,0,0,0,63,1,62,0,57,0,0,0,0,57,11,0,11,0,33,181,130,51,344,199,145,0,157,0,0,1,0,0,0,0,0,0,156,7,110,12,0,11,0,103,0,409,1703,0,1537,4963
Karnataka,Haveri,2014,28,44,6,0,40,0,0,0,40,0,40,0,17,0,0,0,0,17,10,0,10,0,12,79,79,0,253,87,166,0,250,0,0,0,0,0,0,0,0,0,250,6,37,0,0,10,0,44,0,196,714,0,335,2121
Karnataka,Hubballi Dharwad City,2014,20,35,0,0,21,0,0,0,21,0,21,0,37,0,0,1,2,34,4,0,4,1,72,141,119,22,321,194,127,0,109,0,0,0,0,0,0,0,0,0,109,24,130,18,0,7,3,39,0,108,436,1,335,1882
Karnataka,K.G.F.,2014,13,37,0,0,20,0,0,0,20,1,19,1,12,6,1,1,1,3,2,0,2,0,19,45,33,12,70,28,42,0,40,0,0,1,0,0,0,0,0,0,39,0,64,1,0,1,5,14,0,70,117,0,214,766
Karnataka,Kodagu,2014,33,33,1,0,25,0,0,0,25,0,25,0,36,0,0,0,0,36,1,0,1,0,9,99,63,36,128,28,100,0,32,1,0,2,29,0,29,0,0,0,0,5,80,12,0,1,0,40,0,63,456,0,684,1763
Karnataka,Kolar,2014,35,67,3,0,32,0,0,0,32,1,31,0,18,0,0,0,3,15,2,0,2,1,42,61,46,15,184,95,89,0,220,0,2,0,0,0,0,10,0,0,208,3,80,10,0,8,13,21,0,234,594,0,486,2146
Karnataka,Koppal,2014,26,12,0,0,28,0,0,0,28,0,28,0,31,0,0,0,0,31,5,0,5,0,12,58,58,0,188,85,103,0,175,0,0,0,0,0,0,0,0,0,175,4,111,0,0,4,0,50,0,171,627,0,159,1689
Karnataka,Mandya,2014,41,65,5,0,36,0,0,0,36,0,36,2,69,50,0,0,7,12,17,0,17,1,61,201,165,36,421,220,201,0,230,3,1,2,0,0,0,8,0,0,216,6,88,9,0,11,0,143,0,385,1324,0,1522,4672
Karnataka,Mangaluru City,2014,30,79,0,0,25,0,0,0,25,0,25,0,22,0,0,0,0,22,18,0,18,4,57,228,0,228,230,135,95,0,128,9,0,0,0,0,0,0,0,0,119,18,282,8,0,1,0,56,0,215,960,0,579,2961
Karnataka,Mysuru City,2014,24,35,3,0,41,0,0,0,41,0,41,1,52,0,0,3,9,40,6,0,6,4,73,106,30,76,542,351,191,0,72,0,0,4,0,0,0,0,0,0,68,10,227,0,0,3,10,51,0,109,663,0,620,2689
Karnataka,Mysuru District,2014,52,51,4,0,41,0,0,0,41,0,41,0,50,0,0,0,5,45,5,0,5,0,28,183,101,82,496,147,349,0,266,0,1,2,2,0,2,6,1,0,254,8,87,6,0,20,0,107,0,298,867,0,1290,3900
Karnataka,Raichur,2014,53,64,2,13,55,0,0,0,55,1,54,2,37,12,0,0,6,19,3,0,3,1,10,66,59,7,209,124,85,0,306,0,0,2,0,0,0,4,0,0,300,11,132,6,0,5,0,134,0,273,673,0,819,2929
Karnataka,K.Railways,2014,13,1,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,4,8,0,8,0,96,0,0,0,712,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,9,2,0,7,0,0,62,923
Karnataka,Ramanagar,2014,73,59,3,0,43,0,0,0,43,2,41,0,55,37,0,0,15,3,13,0,13,14,81,207,47,160,454,172,282,0,221,0,0,0,0,0,0,0,0,0,221,9,102,33,0,12,0,60,0,0,1400,0,1205,4075
Karnataka,Shimoga,2014,50,50,2,0,58,0,0,0,58,2,56,0,54,38,0,0,1,15,12,0,12,1,60,312,256,56,326,148,178,0,350,0,0,0,0,0,0,0,0,0,350,7,236,8,1,8,0,228,0,287,1718,2,1799,5628
Karnataka,Tumakuru,2014,55,50,3,0,36,0,0,0,36,0,36,0,34,0,0,0,0,34,7,0,7,1,50,140,63,77,293,157,136,0,197,0,0,4,0,0,0,0,0,0,193,15,176,13,0,15,12,87,0,554,1449,1,1040,4263
Karnataka,Udupi,2014,22,23,0,2,28,0,0,0,28,0,28,0,19,11,0,0,0,8,6,0,6,1,38,94,84,10,126,56,70,0,79,3,0,2,0,0,0,0,1,0,73,14,129,16,0,3,48,57,0,205,982,0,487,2406
Karnataka,Uttara Kannada,2014,21,26,0,0,25,0,0,0,25,1,24,1,32,29,0,0,0,3,4,0,4,0,29,105,83,22,111,50,61,0,103,0,0,0,0,0,0,0,0,0,103,9,108,11,1,0,8,56,0,245,1042,0,642,2605
Karnataka,Yadgiri,2014,31,40,1,10,41,0,0,0,41,2,39,1,22,0,0,0,18,4,2,0,2,0,13,40,35,5,68,31,37,0,122,3,0,0,0,0,0,0,0,0,119,1,26,0,0,2,1,48,0,150,364,0,326,1352
Karnataka,Belagavi City,2014,25,37,0,0,22,0,0,0,22,0,22,0,27,3,0,0,2,22,5,1,4,0,77,175,145,30,315,198,117,0,169,7,0,6,0,0,0,1,0,0,155,12,115,7,0,8,3,72,0,151,609,1,405,2257
Kerala,Alapuzha,2014,19,33,3,89,61,0,0,0,61,0,61,0,8,0,0,0,7,1,13,1,12,0,54,190,165,25,226,75,151,76,238,0,0,23,0,0,0,0,2,0,213,15,429,0,0,0,41,261,0,305,5759,0,2858,10739
Kerala,Ernakulam Commr.,2014,13,29,2,2,64,0,0,0,64,0,64,2,4,0,0,0,1,3,2,0,2,9,17,157,124,33,331,108,223,140,57,0,0,0,0,0,0,0,0,0,57,15,749,1,0,0,158,166,0,114,13431,3,1530,17051
Kerala,Ernakulam Rural,2014,19,27,8,35,71,0,0,0,71,0,71,1,8,0,0,0,0,8,3,0,3,10,32,193,158,35,363,126,237,0,321,0,0,4,0,0,0,0,6,0,311,27,320,38,1,0,29,169,0,278,14471,0,3342,19827
Kerala,Idukki,2014,20,25,0,37,71,0,0,0,71,0,71,2,10,0,0,0,4,6,0,0,0,0,26,157,124,33,144,33,111,0,216,0,0,0,0,0,0,0,3,0,213,16,206,12,0,2,26,160,0,71,1415,0,2373,5060
Kerala,Kannur,2014,22,35,6,117,59,0,0,0,59,0,59,3,15,0,0,0,6,9,1,0,1,0,83,185,130,55,149,68,81,0,745,2,0,300,0,0,0,0,40,0,403,11,190,0,0,1,26,330,0,183,1644,0,2549,6413
Kerala,Kasargod,2014,16,27,2,59,59,0,0,0,59,1,58,0,8,2,0,0,0,6,6,0,6,1,32,142,112,30,161,44,117,0,422,5,0,83,0,0,0,0,16,0,318,11,223,3,0,0,16,210,0,93,801,1,2497,4849
Kerala,Kollam Commr.,2014,10,34,4,54,78,0,0,0,78,0,78,0,13,0,0,0,8,5,2,0,2,0,63,95,9,86,143,65,78,0,301,0,0,23,0,0,0,0,2,0,276,9,187,14,0,1,287,296,0,181,1418,0,5954,9222
Kerala,Kollam Rural,2014,28,35,4,86,81,0,0,0,81,0,81,0,19,0,0,0,15,4,2,0,2,0,32,194,163,31,161,35,126,0,293,0,0,61,0,0,0,0,4,0,228,5,192,12,0,2,0,276,0,123,1053,0,4927,7606
Kerala,Kottayam,2014,17,32,11,56,75,0,0,0,75,1,74,0,14,0,0,1,8,5,6,0,6,10,38,169,91,78,235,72,163,0,186,0,0,20,0,0,0,0,10,0,156,12,240,0,1,0,41,182,0,199,12303,0,3631,17524
Kerala,Kozhikode Commr.,2014,8,13,2,34,35,0,0,0,35,0,35,2,2,1,0,0,0,1,0,0,0,1,52,183,136,47,282,165,117,0,220,0,0,17,0,0,0,0,14,0,189,34,259,3,0,1,6,184,0,141,1982,0,1054,4532
Kerala,Kozhikode Rural,2014,9,54,3,371,52,0,0,0,52,2,50,6,10,0,0,1,3,6,2,0,2,2,36,196,149,47,203,96,107,0,408,0,0,102,0,0,0,0,18,0,288,6,347,13,0,0,95,307,0,199,1840,0,969,5180
Kerala,Malappuram,2014,19,50,5,14,103,0,0,0,103,0,103,0,8,0,0,0,3,5,1,0,1,0,34,271,239,32,310,150,160,0,682,0,0,0,0,0,0,0,0,0,682,13,374,0,0,1,10,590,0,319,12448,0,2308,17663
Kerala,Palakkad,2014,23,53,6,50,88,0,0,0,88,0,88,3,21,8,0,0,4,9,5,0,5,1,52,204,104,100,308,103,205,0,473,0,0,29,0,0,0,0,7,0,437,64,410,3,0,7,46,450,0,272,2411,0,9545,14582
Kerala,Pathanamthitta,2014,11,37,2,63,63,0,0,0,63,0,63,1,13,0,0,0,11,2,6,0,6,13,41,187,142,45,228,84,144,126,89,0,0,14,0,0,0,0,0,0,75,9,274,15,0,0,16,118,0,98,5022,0,1783,8265
Kerala,Railways,2014,3,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,12,2,2,0,299,0,299,0,7,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0,18,0,0,0,0,3,89,442
Kerala,Thrissur Commr.,2014,17,17,2,31,38,0,0,0,38,0,38,0,8,0,0,0,0,8,5,0,5,0,34,83,62,21,165,57,108,84,98,0,0,4,0,0,0,0,21,0,73,14,362,4,0,0,22,130,0,100,3233,1,1918,6404
Kerala,Thrissur Rural,2014,24,57,7,18,94,0,0,0,94,0,94,2,10,0,0,0,6,4,1,0,1,4,68,141,103,38,263,97,166,103,278,1,0,53,0,0,0,0,11,0,213,9,467,0,1,2,41,468,0,261,14859,1,2430,19699
Kerala,Trivandrum Commr.,2014,13,23,2,131,56,0,0,0,56,1,55,2,14,10,0,0,3,1,1,0,1,27,59,147,115,32,325,88,237,2,226,0,0,0,0,0,0,0,0,0,226,19,294,23,0,2,52,134,0,125,8816,0,1692,12215
Kerala,Trivandrum Rural,2014,45,78,8,168,122,0,0,0,122,2,120,8,19,7,0,2,10,0,11,0,11,6,83,472,387,85,338,117,221,15,416,0,0,32,0,0,0,0,1,0,383,8,361,13,0,6,15,387,0,250,5271,0,3074,11292
Kerala,Wayanadu,2014,9,15,3,10,75,0,0,0,75,1,74,3,16,13,0,0,0,3,2,0,2,0,21,79,57,22,64,24,40,9,143,0,0,3,0,0,0,0,5,0,135,9,169,1,1,0,35,99,0,64,785,0,1412,3100
Kerala,Crime Branch,2014,22,2,4,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,5,4,1,2,0,2,3,1,0,0,0,0,0,0,0,0,0,1,60,36,1,0,3,0,2,0,5,0,2,20,178
Madhya Pradesh,Agar,2014,5,31,0,1,28,0,0,0,28,1,27,1,18,12,0,1,3,2,0,0,0,0,5,54,50,4,142,63,79,0,20,5,0,0,0,0,0,0,0,0,15,1,7,0,0,2,47,44,0,65,281,0,833,1614
Madhya Pradesh,Alirajpur,2014,46,20,3,0,17,0,0,0,17,0,17,0,17,0,0,0,15,2,4,1,3,0,10,35,35,0,94,64,30,0,9,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,10,0,86,306,0,411,1090
Madhya Pradesh,Anuppur,2014,35,16,0,0,70,0,0,0,70,3,67,4,107,76,1,0,28,2,1,0,1,2,23,168,168,0,187,71,116,0,24,0,0,0,0,0,0,0,0,0,24,6,22,0,0,7,43,114,0,66,305,0,1348,2619
Madhya Pradesh,Ashok Nagar,2014,29,30,1,0,76,0,0,0,76,8,68,3,67,66,1,0,0,0,1,0,1,3,15,123,123,0,125,36,89,0,26,0,0,0,0,0,0,0,0,0,26,10,11,0,0,12,33,82,0,100,360,0,1843,3031
Madhya Pradesh,Balaghat,2014,60,23,2,1,131,0,0,0,131,4,127,0,187,179,0,0,8,0,1,0,1,1,16,144,133,11,136,49,87,0,41,0,0,0,0,0,0,0,0,0,41,14,40,0,0,12,89,107,0,152,568,1,1641,3501
Madhya Pradesh,Barwani,2014,44,19,0,0,68,0,0,0,68,1,67,0,27,14,0,0,12,1,1,0,1,1,7,112,111,1,222,113,109,0,22,3,0,0,1,1,0,2,0,0,16,4,7,4,0,4,24,16,0,154,821,1,1179,2805
Madhya Pradesh,Betul,2014,63,53,5,0,164,0,0,0,164,7,157,4,191,0,0,0,152,39,0,0,0,0,19,231,231,0,339,145,194,0,2,0,0,0,0,0,0,0,0,0,2,16,40,33,0,9,100,379,0,191,884,8,3689,6591
Madhya Pradesh,Bhind,2014,62,126,1,2,78,0,0,0,78,5,73,0,106,59,8,0,39,0,6,0,6,6,92,204,204,0,418,232,186,0,71,0,0,0,71,0,71,0,0,0,0,18,51,0,0,30,0,86,0,215,0,0,1892,3541
Madhya Pradesh,Bhopal,2014,83,117,2,3,223,0,0,0,223,24,199,0,366,0,0,0,294,72,9,0,9,0,113,1041,0,1041,3010,1932,1078,0,62,0,0,0,0,0,0,0,0,0,62,23,190,0,0,20,343,348,0,234,3260,0,6266,15960
Madhya Pradesh,Bhopal Railway,2014,4,4,0,0,3,0,0,0,3,0,3,0,25,0,0,0,14,11,1,0,1,0,20,6,0,6,1670,19,1651,0,4,0,0,0,0,0,0,0,0,0,4,2,5,0,0,0,19,4,0,0,0,0,298,2068
Madhya Pradesh,Burhanpur,2014,20,20,1,0,46,0,0,0,46,1,45,0,24,0,0,0,0,24,3,0,3,2,5,58,58,0,121,43,78,0,8,0,0,0,0,0,0,0,0,0,8,5,21,0,0,5,32,48,0,73,371,0,983,1891
Madhya Pradesh,Chhatarpur,2014,44,48,7,0,78,0,0,0,78,0,78,0,181,181,0,0,0,0,0,0,0,3,35,197,197,0,217,116,101,0,28,0,0,0,0,0,0,0,0,0,28,7,35,0,0,22,232,74,0,182,0,0,2749,4214
Madhya Pradesh,Chhindwara,2014,73,43,0,0,205,0,0,0,205,0,205,0,231,230,0,1,0,0,1,0,1,2,13,245,245,0,289,134,155,0,42,0,0,0,0,0,0,0,0,0,42,19,48,0,0,9,241,185,0,300,1226,0,890,4265
Madhya Pradesh,Damoh,2014,33,48,0,0,46,0,0,0,46,2,44,0,109,109,0,0,0,0,0,0,0,1,11,89,89,0,112,60,52,0,10,0,0,0,0,0,0,0,0,0,10,3,16,0,0,31,0,68,0,119,394,0,1361,2498
Madhya Pradesh,Datia,2014,42,47,0,0,34,0,0,0,34,12,22,0,71,66,0,5,0,0,3,0,3,4,48,76,76,0,145,59,86,0,17,0,0,0,0,0,0,0,0,0,17,9,23,0,0,14,0,57,0,86,9,0,1923,2650
Madhya Pradesh,Dewas,2014,64,55,1,2,121,0,0,0,121,6,115,1,88,13,0,0,30,45,0,0,0,0,14,194,176,18,511,217,294,0,48,0,0,0,0,0,0,0,0,0,48,9,43,2,0,10,61,145,0,187,1307,2,4289,7281
Madhya Pradesh,Dhar,2014,51,43,1,0,138,0,0,0,138,6,132,3,341,0,0,0,265,76,5,0,5,7,76,261,261,0,857,516,341,0,65,0,0,0,0,0,0,0,0,0,65,24,38,0,0,15,244,85,0,337,1879,0,2464,7071
Madhya Pradesh,Dindori,2014,24,12,11,0,91,0,0,0,91,0,91,0,75,45,0,0,26,4,0,0,0,0,5,65,65,0,83,22,61,0,11,0,0,0,0,0,0,0,0,0,11,0,14,0,0,4,0,119,0,73,421,0,2659,3758
Madhya Pradesh,Guna,2014,46,51,0,0,123,0,0,0,123,14,109,0,173,172,0,1,0,0,4,0,4,3,34,155,155,0,409,199,210,0,52,0,0,0,0,0,0,0,0,0,52,14,31,0,1,12,1,92,0,160,574,1,1900,3970
Madhya Pradesh,Gwalior,2014,78,137,25,0,158,0,0,0,158,16,142,1,233,83,1,3,40,106,7,0,7,40,99,641,583,58,1821,1306,515,0,108,0,0,0,0,0,0,0,0,0,108,56,143,0,0,36,52,441,0,228,1915,1,6285,12639
Madhya Pradesh,Harda,2014,12,14,1,0,47,0,0,0,47,2,45,0,79,79,0,0,0,0,0,0,0,2,8,52,52,0,80,51,29,0,10,0,0,0,0,0,0,0,0,0,10,1,6,4,1,5,40,28,0,80,251,0,1199,1967
Madhya Pradesh,Hoshangabad,2014,59,65,0,2,102,0,0,0,102,5,97,1,110,80,0,1,29,0,3,0,3,0,42,227,227,0,416,201,215,0,38,0,0,0,0,0,0,0,0,0,38,12,26,16,0,6,21,121,0,136,810,0,2353,4673
Madhya Pradesh,Indore,2014,115,220,3,4,261,0,0,0,261,11,250,3,507,420,1,3,54,29,3,0,3,3,317,1588,1588,0,6530,4756,1774,7,82,6,0,1,0,0,0,0,0,0,75,36,177,51,4,37,127,254,0,629,5344,1,7174,23746
Madhya Pradesh,Indore Railway,2014,1,0,0,0,4,0,0,0,4,1,3,0,5,0,0,0,0,5,2,0,2,0,4,5,0,5,434,34,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,548
Madhya Pradesh,Jabalpur,2014,92,151,2,1,194,0,0,0,194,4,190,12,517,172,0,3,131,211,2,0,2,6,137,580,497,83,1025,585,440,0,69,0,0,11,0,0,0,0,0,0,58,11,115,16,0,34,0,315,0,322,2839,4,5893,12529
Madhya Pradesh,Jabalpur Railway,2014,3,2,0,0,4,0,0,0,4,1,3,0,15,0,0,0,0,15,1,0,1,1,37,4,4,0,909,15,894,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,1,8,0,145,1143
Madhya Pradesh,Jhabua,2014,33,13,0,0,52,0,0,0,52,0,52,0,102,0,0,0,87,15,2,0,2,2,45,116,116,0,196,107,89,0,29,0,0,0,0,0,0,0,0,0,29,4,29,0,0,0,0,22,0,92,758,0,1254,2799
Madhya Pradesh,Katni,2014,35,24,6,0,93,0,0,0,93,4,89,1,192,118,0,0,2,72,1,0,1,5,15,174,170,4,161,75,86,1,8,0,0,2,0,0,0,0,0,0,6,7,35,2,0,18,54,65,0,271,330,1,1872,3463
Madhya Pradesh,Khandwa,2014,31,33,0,0,84,0,0,0,84,8,76,0,127,0,1,0,100,26,3,0,3,4,17,312,186,126,357,125,232,0,39,0,0,0,0,0,0,0,0,0,39,11,53,0,0,6,254,103,0,122,578,0,1759,3981
Madhya Pradesh,Khargone,2014,42,29,4,0,118,0,0,0,118,0,118,0,126,0,0,0,0,126,0,0,0,0,18,195,195,0,425,161,264,0,23,0,0,0,0,0,0,0,0,0,23,6,27,0,0,43,0,74,0,310,104,3,2596,4261
Madhya Pradesh,Mandla,2014,36,15,3,0,64,0,0,0,64,1,63,5,141,0,0,0,0,141,0,0,0,0,5,72,72,0,57,23,34,0,6,0,0,0,0,0,0,0,0,0,6,1,22,0,0,6,0,76,0,97,38,1,1217,1927
Madhya Pradesh,Mandsaur,2014,30,65,0,0,90,0,0,0,90,0,90,0,140,0,0,0,0,140,4,0,4,0,9,199,199,0,368,171,197,0,25,0,0,0,0,0,0,0,0,0,25,23,39,0,0,5,0,180,0,125,669,0,3276,5337
Madhya Pradesh,Morena,2014,43,47,3,2,43,0,0,0,43,6,37,2,120,0,0,5,69,46,6,0,6,26,69,158,158,0,503,239,264,0,101,0,0,0,0,0,0,0,0,0,101,10,14,16,0,30,0,192,0,199,845,1,3058,5511
Madhya Pradesh,Narsinghpur,2014,40,30,4,0,113,0,0,0,113,0,113,0,87,0,0,0,53,34,0,0,0,1,7,122,122,0,145,65,80,0,21,0,0,0,0,0,0,0,0,0,21,8,25,0,0,20,0,145,0,182,0,0,965,2027
Madhya Pradesh,Neemuch,2014,8,18,0,0,47,0,0,0,47,0,47,0,41,27,0,0,0,14,0,0,0,1,9,79,79,0,250,132,118,0,17,0,0,0,0,0,0,0,0,0,17,44,17,0,0,3,22,43,0,142,466,0,1649,2902
Madhya Pradesh,Panna,2014,29,12,4,0,41,0,0,0,41,6,35,0,145,145,0,0,0,0,0,0,0,1,14,95,95,0,73,22,51,0,1,0,0,0,0,0,0,0,0,0,1,9,11,0,0,10,0,38,0,75,0,0,1204,1808
Madhya Pradesh,Raisen,2014,46,52,2,5,161,0,0,0,161,9,152,3,90,28,0,0,8,54,3,1,2,1,21,109,102,7,340,150,190,5,36,8,0,0,25,18,7,3,0,0,0,5,20,1,0,5,74,76,0,256,554,0,3034,5068
Madhya Pradesh,Rajgarh,2014,28,32,1,1,94,0,0,0,94,0,94,2,112,0,0,0,0,112,2,0,2,3,24,160,160,0,363,202,161,0,41,0,0,0,0,0,0,0,0,0,41,9,24,1,0,5,0,134,0,130,789,0,3154,5200
Madhya Pradesh,Ratlam,2014,36,53,2,0,69,0,0,0,69,3,66,0,172,39,0,0,133,0,5,0,5,7,31,148,148,0,339,166,173,0,38,0,0,0,0,0,0,0,0,0,38,20,35,0,0,5,0,129,0,155,908,4,1996,4217
Madhya Pradesh,Rewa,2014,73,35,4,0,110,0,0,0,110,4,106,0,272,228,4,2,3,35,4,0,4,3,97,641,505,136,562,293,269,0,44,0,0,0,0,0,0,0,0,0,44,12,19,22,2,36,17,90,0,214,177,0,3912,6457
Madhya Pradesh,Sagar,2014,75,61,2,0,126,0,0,0,126,9,117,2,214,44,0,0,170,0,0,0,0,2,23,264,241,23,439,267,172,0,85,0,0,0,0,0,0,0,0,0,85,12,28,1,0,35,110,175,0,275,1169,2,3926,7159
Madhya Pradesh,Satna,2014,69,63,0,0,187,0,0,0,187,12,175,5,451,0,0,0,248,203,4,0,4,2,67,379,0,379,495,262,233,0,68,0,0,0,0,0,0,0,0,0,68,17,37,0,0,30,254,116,0,370,0,0,4220,7031
Madhya Pradesh,Seoni,2014,29,11,4,0,83,0,0,0,83,3,80,0,155,0,0,0,0,155,0,0,0,0,5,114,114,0,181,83,98,0,19,0,0,0,0,0,0,0,0,0,19,2,41,0,1,9,69,47,0,142,662,2,1745,3407
